iter	Logloss
126	0.3895493796
127	0.3893054936
128	0.3890076141
129	0.3887678755
130	0.3885401356
131	0.3882884927
132	0.388094088
133	0.3878828777
134	0.3876728779
135	0.3874050893
136	0.3871324681
137	0.3868956698
138	0.3867479263
139	0.3865732844
140	0.3863970703
141	0.3861475402
142	0.3859252143
143	0.3857957095
144	0.3855807081
145	0.385314024
146	0.3850829904
147	0.3849029113
148	0.384627987
149	0.3844716342
150	0.3842647306
151	0.3840505011
152	0.3838452263
153	0.3836738634
154	0.3835109263
155	0.3831388519
156	0.3829400978
157	0.3827796867
158	0.3826705901
159	0.3825934102
160	0.3823619609
161	0.3822571521
162	0.3820424777
163	0.3817656363
164	0.3816158978
165	0.3815169475
166	0.3813673772
167	0.381133654
168	0.3810138481
169	0.3808431968
170	0.3806624671
171	0.3805325329
172	0.3804003672
173	0.3802346648
174	0.3799662354
175	0.379840536
176	0.379691064
177	0.3795525649
178	0.3793832598
179	0.379213265
180	0.3791331108
181	0.3790069921
182	0.3788585804
183	0.3787754213
184	0.3786120077
185	0.3784361089
186	0.3782728086
187	0.3781502657
188	0.3779824798
189	0.3778819156
190	0.3776895343
191	0.3774591236
192	0.3772834207
193	0.3770787497
194	0.3769260346
195	0.3767893947
196	0.3767001001
197	0.3766099213
198	0.3763722989
199	0.376263429
200	0.3760125995
201	0.3758219263
202	0.3755389555
203	0.375525809
204	0.3752387502
205	0.3750659043
206	0.374952511
207	0.3747617787
208	0.3746207781
209	0.3744848447
210	0.3743542692
211	0.3741745363
212	0.374066365
213	0.3738811496
214	0.3736660935
215	0.3735398148
216	0.3733568268
217	0.3732859667
218	0.3731804076
219	0.3730521577
220	0.3728818291
221	0.3726445869
222	0.3725610784
223	0.3724424121
224	0.3722945513
225	0.3721898469
226	0.3721231445
227	0.3720084341
228	0.3719208269
229	0.3717442026
230	0.3715775528
231	0.3713838342
232	0.3712520208
233	0.371110901
234	0.37097143
235	0.3708737412
236	0.3707094102
237	0.3705689822
238	0.3703750776
239	0.3702823135
240	0.3701043046
241	0.3699453547
242	0.3697001244
243	0.3695235532
244	0.3693627897
245	0.3692352199
246	0.3690753055
247	0.3689888083
248	0.3688897567
249	0.3687930322
250	0.3685600248
251	0.3683912789
252	0.368260871
253	0.3681494907
254	0.3679763002
255	0.3679080139
256	0.3678628073
257	0.3677464295
258	0.3676737274
259	0.367520568
260	0.3672789294
261	0.3672175258
262	0.3670010885
263	0.3668843467
264	0.3667709795
265	0.3665780995
266	0.3663995501
267	0.3662882473
268	0.366240324
269	0.3660112206
270	0.3658138446
271	0.3657008923
272	0.3654503229
273	0.3653045304
274	0.3652624982
275	0.3652608178
276	0.3650657099
277	0.3649360149
278	0.3647541398
279	0.3645709852
280	0.3644510857
281	0.3642945753
282	0.3641367199
283	0.3640192813
284	0.363814234
285	0.3636919767
286	0.363597853
287	0.3635337789
288	0.363477603
289	0.3633095494
290	0.3632371613
291	0.3630941179
292	0.3628403863
293	0.362671875
294	0.3624995302
295	0.362407626
296	0.362132009
297	0.3619456977
298	0.3617754582
299	0.3616164236
300	0.3615090306
301	0.3613444477
302	0.3612431878
303	0.3611468932
304	0.3609070179
305	0.360823188
306	0.3607177876
307	0.3605351911
308	0.3603562216
309	0.3601751114
310	0.3600088113
311	0.3598767352
312	0.3597836016
313	0.3596093966
314	0.3594505853
315	0.3593711698
316	0.3592936159
317	0.3591856107
318	0.3591154185
319	0.3589996336
320	0.3589200982
321	0.3588077218
322	0.3586512227
323	0.3584620225
324	0.3583031696
325	0.3581934334
326	0.3580501966
327	0.3579415047
328	0.3578737966
329	0.3577349819
330	0.3575694045
331	0.3575228776
332	0.3573846749
333	0.3572040821
334	0.3570717509
335	0.3569510399
336	0.3567665796
337	0.3566367593
338	0.3564777395
339	0.3563347977
340	0.3561982911
341	0.3559830697
342	0.3558397316
343	0.3556688999
344	0.35558795
345	0.3553896077
346	0.355294637
347	0.3551407764
348	0.3550079301
349	0.3549419045
350	0.3548270873
351	0.3547113553
352	0.3546448438
353	0.3545235923
354	0.3543609394
355	0.3542317526
356	0.3541136743
357	0.353941266
358	0.3537880719
359	0.3537405578
360	0.3536484996
361	0.3535112323
362	0.353359634
363	0.3532803848
364	0.3531674608
365	0.353090897
366	0.3529922072
367	0.352847111
368	0.3527101564
369	0.3525619677
370	0.3523882324
371	0.3523100219
372	0.3521361403
373	0.3519254821
374	0.3518211848
375	0.3516298145
376	0.35150299
377	0.3513303283
378	0.3512645151
379	0.351136381
380	0.350919305
381	0.3507992807
382	0.3507294383
383	0.3506301655
384	0.3504487148
385	0.3502851851
386	0.3502249613
387	0.3500805716
388	0.3498572086
389	0.3497547794
390	0.3496281533
391	0.3495032839
392	0.3493454411
393	0.349213649
394	0.3491341655
395	0.349030118
396	0.3489074692
397	0.3487588534
398	0.3486270469
399	0.348516169
400	0.3484553363
401	0.3483476784
402	0.3482782375
403	0.3481557101
404	0.3480645463
405	0.3479636145
406	0.3478705517
407	0.3478171392
408	0.3476481564
409	0.3475442579
410	0.3474239251
411	0.3473411004
412	0.3471961046
413	0.3470835673
414	0.3469748063
415	0.3468817977
416	0.3468032426
417	0.3466522011
418	0.3465347367
419	0.3464468604
420	0.3463463148
421	0.3462893107
422	0.3461563794
423	0.3460222732
424	0.3458460419
425	0.3457656195
426	0.3456554584
427	0.3455773726
428	0.3454620181
429	0.3453744745
430	0.3452487274
431	0.3451430865
432	0.3450420948
433	0.3449293803
434	0.3448273954
435	0.3446554238
436	0.3446031735
437	0.3444077516
438	0.344236517
439	0.3441341045
440	0.3440465574
441	0.3438890615
442	0.3438074081
443	0.3436939985
444	0.3435738615
445	0.3434517554
446	0.343369836
447	0.3432528303
448	0.3430467928
449	0.3429538539
450	0.3427934456
451	0.3426186443
452	0.342458894
453	0.3423069217
454	0.3421494894
455	0.341968131
456	0.3418368222
457	0.3417196451
458	0.3415795142
459	0.3414955511
460	0.3413521674
461	0.3412530889
462	0.3410937489
463	0.3409338715
464	0.3408192957
465	0.340698163
466	0.3406009322
467	0.3403981448
468	0.3402363283
469	0.3401192979
470	0.3400086651
471	0.3399314133
472	0.3398592249
473	0.3397864771
474	0.3397146086
475	0.3395507789
476	0.3394977145
477	0.3394093181
478	0.3393199217
479	0.3391565306
480	0.3390307065
481	0.3389297727
482	0.3388559694
483	0.3387479041
484	0.3385884762
485	0.3384638274
486	0.3383707835
487	0.3383011048
488	0.3382067476
489	0.3380704655
490	0.3379145747
491	0.3377672427
492	0.3376857674
493	0.337491699
494	0.3374200513
495	0.3372349306
496	0.3370634524
497	0.3370020876
498	0.3368671155
499	0.3367666082
500	0.336642438
501	0.3365642057
502	0.3364367556
503	0.33624711
504	0.336119806
505	0.3359815357
506	0.3358445157
507	0.3357136801
508	0.3355777534
509	0.3354722795
510	0.3353621449
511	0.3352302778
512	0.3351889033
513	0.3351124491
514	0.3350533659
515	0.3348969116
516	0.334740283
517	0.3346312643
518	0.3344910882
519	0.3342846814
520	0.334161561
521	0.3340928502
522	0.3339265971
523	0.3337758272
524	0.3337051531
525	0.3336740687
526	0.3335148706
527	0.3333949307
528	0.3332340789
529	0.3331715478
530	0.3330823813
531	0.3329517905
532	0.3327757693
533	0.3326908353
534	0.3326084196
535	0.3325526877
536	0.3324255918
537	0.3323668778
538	0.3322801889
539	0.3321761365
540	0.3320633021
541	0.3318960871
542	0.3317974511
543	0.3316366065
544	0.3314818771
545	0.3313977335
546	0.3313435982
547	0.3312794456
548	0.33119763
549	0.3311410973
550	0.3309976862
551	0.3308457926
552	0.3307223988
553	0.3306036297
554	0.3304930347
555	0.3304079561
556	0.330287723
557	0.3301733917
558	0.3301170489
559	0.3299875828
560	0.3299360055
561	0.329829606
562	0.3297138947
563	0.329566592
564	0.3293947196
565	0.3292831552
566	0.3292081082
567	0.3290941641
568	0.3289220483
569	0.3288057177
570	0.3286837351
571	0.328573897
572	0.3284234202
573	0.3283162982
574	0.3282211215
575	0.3280642741
576	0.3279654721
577	0.3278623386
578	0.327749641
579	0.3275997
580	0.3275076628
581	0.3273964813
582	0.3272415204
583	0.3271080455
584	0.3269394916
585	0.3268078732
586	0.3267149275
587	0.3265892523
588	0.3265270401
589	0.3264311441
590	0.3262824375
591	0.3261203697
592	0.3259646707
593	0.3258149152
594	0.325702337
595	0.3255587217
596	0.3255062121
597	0.3254014663
598	0.3252685907
599	0.325123896
600	0.3250313522
601	0.3248849868
602	0.3247613864
603	0.3246162868
604	0.324537531
605	0.3244562272
606	0.3243325368
607	0.32424566
608	0.3241462213
609	0.3240365972
610	0.3239651041
611	0.3237964243
612	0.323696828
613	0.3236133186
614	0.3235056315
615	0.323448961
616	0.323285254
617	0.3231791624
618	0.3230336401
619	0.3228950592
620	0.3227764059
621	0.3226461406
622	0.3225480578
623	0.3224548103
624	0.3222974064
625	0.322156899
626	0.3220553778
627	0.3219479791
628	0.3218586071
629	0.3217363168
630	0.321697078
631	0.3215730867
632	0.3214760083
633	0.3213484154
634	0.3212708915
635	0.3211135593
636	0.3209829431
637	0.3208323827
638	0.3207726972
639	0.3206552241
640	0.3205545304
641	0.3203894962
642	0.3202499633
643	0.3201560143
644	0.3201005471
645	0.3200330373
646	0.3199707326
647	0.319825163
648	0.319768498
649	0.3196224641
650	0.319525275
651	0.3194706589
652	0.3193491683
653	0.3192277073
654	0.3191094791
655	0.3189983817
656	0.3189198289
657	0.3187664823
658	0.3186787385
659	0.3185490679
660	0.3184224
661	0.3183330063
662	0.3182727463
663	0.3182221531
664	0.3180957266
665	0.3180504125
666	0.3179751402
667	0.3179001483
668	0.3177788815
669	0.3176678871
670	0.3175822621
671	0.3175049348
672	0.3174131355
673	0.3173576559
674	0.3172594246
675	0.3171324617
676	0.3169970586
677	0.3168739238
678	0.3168022932
679	0.3166607241
680	0.3165728538
681	0.3164939812
682	0.3163963434
683	0.3163383882
684	0.3162533627
685	0.3161667876
686	0.3160822467
687	0.3159444422
688	0.3158080482
689	0.3156552742
690	0.3155389243
691	0.3154182566
692	0.3152874131
693	0.3151584648
694	0.3150998316
695	0.3149826514
696	0.3149161653
697	0.3148195215
698	0.3147146505
699	0.3145973644
700	0.3144982733
701	0.3143642178
702	0.3142802798
703	0.3142174614
704	0.3141169251
705	0.3140365547
706	0.3139522386
707	0.3139157494
708	0.3137833503
709	0.3137366271
710	0.3136670802
711	0.3135890997
712	0.3134134144
713	0.3133719664
714	0.3133070686
715	0.3131868093
716	0.313053825
717	0.3129615788
718	0.3128487499
719	0.3127150718
720	0.3125629029
721	0.3124871846
722	0.3123975613
723	0.312256184
724	0.3121492009
725	0.3120154107
726	0.3118911008
727	0.3118202703
728	0.31169224
729	0.3115627634
730	0.3114134774
731	0.3112946671
732	0.3112499994
733	0.311152431
734	0.3110742009
735	0.3109478331
736	0.3108499657
737	0.3108170384
738	0.3107214927
739	0.3105900479
740	0.3105043411
741	0.3104506081
742	0.3103129839
743	0.3102710129
744	0.3101394743
745	0.3100303514
746	0.3098912059
747	0.3097768908
748	0.3096459685
749	0.3095227827
750	0.3094062067
751	0.3093452987
752	0.3092479439
753	0.3090914281
754	0.3089710177
755	0.30884692
756	0.3087101391
757	0.3086398877
758	0.30853277
759	0.3083866141
760	0.3083235341
761	0.3082249085
762	0.3080940699
763	0.3080610639
764	0.308006531
765	0.3079135609
766	0.3077886051
767	0.3076845905
768	0.3075493106
769	0.3075172065
770	0.3073687067
771	0.3072459577
772	0.3071088577
773	0.3070517787
774	0.3069285629
775	0.3068841614
776	0.3067704335
777	0.3066988716
778	0.3066399152
779	0.3065808739
780	0.3064862675
781	0.3063727019
782	0.3062730386
783	0.3062410547
784	0.3061839999
785	0.3061261957
786	0.3060220906
787	0.305966761
788	0.3058982946
789	0.3057603139
790	0.3056751386
791	0.305538133
792	0.3054215293
793	0.3053555006
794	0.3052940642
795	0.3051950763
796	0.3050787858
797	0.3049717663
798	0.304857996
799	0.3047898811
800	0.3046835529
801	0.3046020899
802	0.3044918195
803	0.3043764205
804	0.3042607553
805	0.304145117
806	0.3040292077
807	0.3038930437
808	0.3038269549
809	0.303798094
810	0.3037448542
811	0.3037167599
812	0.3036033762
813	0.3035764698
814	0.3034532181
815	0.303396221
816	0.3032624758
817	0.303193607
818	0.3030990495
819	0.3030454372
820	0.3029278779
821	0.3029007091
822	0.3028075228
823	0.3027440834
824	0.3026280252
825	0.302556723
826	0.3024750071
827	0.3024138046
828	0.3022863144
829	0.3021497455
830	0.3020429364
831	0.3019405037
832	0.3018390294
833	0.3017743959
834	0.3016131504
835	0.3015147229
836	0.3014520765
837	0.301396141
838	0.3012846851
839	0.3012356159
840	0.3011828639
841	0.3011112532
842	0.3010287843
843	0.3009636173
844	0.300876198
845	0.3007621144
846	0.3006736582
847	0.300528765
848	0.3004392214
849	0.3003851201
850	0.3003036451
851	0.3002049234
852	0.3000779603
853	0.2999714669
854	0.2998702071
855	0.2998078251
856	0.2997656877
857	0.2996453692
858	0.2995774625
859	0.299469507
860	0.2994148995
861	0.2993250952
862	0.2992163434
863	0.2991845347
864	0.2990563368
865	0.2989351517
866	0.2988387729
867	0.2987199358
868	0.2986228442
869	0.298540379
870	0.2984426867
871	0.298385375
872	0.298308555
873	0.2982423058
874	0.2981668922
875	0.2980761595
876	0.2979750372
877	0.2978923969
878	0.2978272862
879	0.2977531637
880	0.2976561027
881	0.2975366564
882	0.2973846882
883	0.2973464631
884	0.2972916268
885	0.297243567
886	0.2971849731
887	0.2971376139
888	0.2970378325
889	0.2970079683
890	0.2968856434
891	0.2967772224
892	0.2966760631
893	0.2965914453
894	0.2965531672
895	0.2965081244
896	0.2964433418
897	0.2963453709
898	0.2962823836
899	0.2961846044
900	0.2961342054
901	0.2960392377
902	0.2959336407
903	0.2958867084
904	0.295757537
905	0.2956732152
906	0.2955932226
907	0.2954972153
908	0.295328993
909	0.2952395915
910	0.2951563968
911	0.2950574265
912	0.2950335383
913	0.2949418903
914	0.2948391783
915	0.2947850613
916	0.2947308386
917	0.2946763068
918	0.2945971325
919	0.2945296698
920	0.2944062474
921	0.2943021492
922	0.2942006503
923	0.2941300513
924	0.2940489623
925	0.2939956567
926	0.2938784616
927	0.2938100932
928	0.2937604197
929	0.2936748702
930	0.2936262492
931	0.2935348068
932	0.2934574624
933	0.2934051096
934	0.2933266238
935	0.2932740479
936	0.2931892497
937	0.2931079969
938	0.2930492103
939	0.2928890163
940	0.2928408095
941	0.2927538909
942	0.2927382159
943	0.292629485
944	0.2925755561
945	0.2925054846
946	0.2924257408
947	0.2923337942
948	0.2922278054
949	0.2921426268
950	0.2920499818
951	0.2919361474
952	0.2918515705
953	0.291728437
954	0.291683218
955	0.2916279251
956	0.2915165063
957	0.2914182618
958	0.2913848319
959	0.2913184103
960	0.2911765715
961	0.2910649867
962	0.290930432
963	0.2908180548
964	0.2907320235
965	0.2906433719
966	0.2904767954
967	0.2903598522
968	0.2902452281
969	0.2901810912
970	0.2900965752
971	0.2900576909
972	0.2899885216
973	0.2898932124
974	0.2897994655
975	0.2897163556
976	0.2896042465
977	0.289520228
978	0.2894292088
979	0.2893406656
980	0.2892689747
981	0.2891790724
982	0.2891397908
983	0.2890206592
984	0.2889542223
985	0.2888725197
986	0.2888007582
987	0.2886892844
988	0.2886187825
989	0.2885445839
990	0.288509631
991	0.2884663047
992	0.2883176715
993	0.2881740679
994	0.288094166
995	0.2879965825
996	0.2879738194
997	0.2879303851
998	0.2878077919
999	0.2877487657
